ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason,y_industry
BRBS,Blue Ridge Bankshares Inc. Common Stock,3.92,351580304.0,United States,Finance,Major Banks,exchange,finance,5,15,20,,,,
BRVRF,Blue River Resources Ltd.,0.003,751755.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.8M < $10M - fails survivability prior (shell/nano-cap),
BKUCF,BLUE SKY URANIUM CORP.,0.0399999991059303,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
BLSP,Blue Sphere Corporation,0.0003,216593.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.2M < $10M - fails survivability prior (shell/nano-cap),
BSFC,Blue Star Foods Corp.,0.0010000000474974,,,,,sec_only,food,22,0,22,,reject,sub-5-cent stock - chronic dilution profile,
BLUW,Blue Water Acquisition Corp. III Class A Ordinary Shares,10.38,75203100.0,United States,,,exchange,unknown,0,12,12,,reject,blank-check SPAC - no operating business,
BWIV,Blue Water Acquisition Corp. IV Class A Ordinary Shares,9.96,0.0,,Finance,Blank Checks,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business,
BLUU,"Blue Water Global Group, Inc.",1e-05,1313.0,,,,otc,water,24,0,24,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
BWPC,Blue Water Petroleum Corp.,0.0004,83286.0,,,,otc,water,24,0,24,,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
BWVI,"Blue Water Ventures International, Inc.",0.0004,110570.0,,,,otc,water,24,0,24,,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
BLFR,BlueFire Equipment Corporation,0.0079,200244.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.2M < $10M - fails survivability prior (shell/nano-cap),
BJDX,Bluejay Diagnostics Inc. Common Stock,0.9162,4093628.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,2,28,,reject,market cap $4.1M < $10M - fails survivability prior (shell/nano-cap),
BXC,Bluelinx Holdings Inc. Common Stock,83.5,656328120.0,United States,Consumer Discretionary,Wholesale Distributors,exchange,infrastructure,12,18,30,,,,
BMHL,Bluemount Holdings Limited Class B Ordinary Shares,5.99,152865681.0,Hong Kong,Finance,Finance: Consumer Services,exchange,finance,4,15,19,,,,
BCRD,"BlueOne Technologies, Inc.",6.5,93787624.0,,Technology,,sec_only,software,12,12,24,desc,,,Software - Infrastructure
BPAC,Blueport Acquisition Ltd Class A Ordinary Shares,10.19,0.0,United States,,,exchange,unknown,8,2,10,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
BLUAF,BlueRiver Acquisition Corp.,9.02,72874952.0,,,,otc,unknown,0,12,12,,reject,blank-check SPAC - no operating business,
BLRK,Bluerock Acquisition Corp. Class A Ordinary Shares,10.065,0.0,United States,,,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business,
BHM,Bluerock Homes Trust Inc. Class A Common Stock,8.57,35205800.0,,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,9,17,rent-extraction-risk,,,
BPRE,Bluerock Private Real Estate Fund Common Shares of Beneficial Interest,12.1,0.0,,,,exchange,finance,4,2,6,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
BTVRF,BlueRush Inc.,0.0008,78823.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
BLSFF,BlueScope Steel Limited,22.0,9637703680.0,,Basic Materials,,otc,shelter,18,20,38,,,,Steel
BUGLF,BluGlass Limited,0.2,38004584.0,,Technology,,otc,infrastructure,22,9,31,,,,Semiconductor Equipment & Materials
BLMH,"BLUM HOLDINGS, INC.",0.19,5990474.0,,Healthcare,,sec_only,health,12,2,14,,reject,market cap < $10M - fails survivability prior,Pharmaceutical Retailers
BSAI,BLUSKY AI INC.,13.0,327254528.0,,Basic Materials,,sec_only,materials,3,15,18,no-durable-need,,,Gold
BSKCF,BluSky Carbon Inc.,0.0193,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
BMOK,BM Acquisition Corp.,,,,,,sec_only,unknown,0,0,0,,reject,blank-check SPAC - no operating business,
BMLKF,"BML, Inc.",25.207,944849152.0,,Healthcare,,otc,health,26,18,44,,,,Diagnostics & Research
BMPA,"BMP AI Technologies, Inc.",0.052,10395.0,,Technology,,sec_only,software:health,20,0,20,desc,reject,market cap < $10M - fails survivability prior,Software - Application
BNBX,BNB PLUS CORP.,0.1394,863892.0,,Financial Services,,sec_only,finance,2,2,4,,reject,market cap < $10M - fails survivability prior,Asset Management
DHF,BNY Mellon High Yield Strategies Fund Common Stock,2.38,0.0,United States,Finance,Finance Companies,exchange,finance,4,2,6,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,10.51,0.0,,Finance,Trusts Except Educational Religious and Charitable,exchange,REJECT,0,2,2,fund,reject,closed-end fund/royalty trust - not an operating company,
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,5.83,0.0,United States,Finance,Investment Managers,exchange,finance,2,2,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,6.2,386203295.0,United States,Finance,Trusts Except Educational Religious and Charitable,exchange,REJECT,0,15,15,fund,reject,closed-end fund/royalty trust - not an operating company,
THEO,BOA Acquisition Corp. II Class A Ordinary Shares,9.86,0.0,United States,Finance,Blank Checks,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business,
BOWFF,Boardwalk Real Estate Investment Trust,47.14,2371167488.0,,,,otc,finance,4,20,24,,,,
BTIM,Boatim Inc.,0.0001,6043.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
BOBS,Bob's Discount Furniture Inc. Common Stock,17.3,2260886415.0,,Consumer Discretionary,Other Specialty Stores,exchange,retail,4,20,24,,,,
WERDF,Boba Mint Holdings Ltd.,0.0438,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
BCVVF,BOC Aviation Limited,9.3848,6513147904.0,,Industrials,,otc,software:transport,16,20,36,,,,Rental & Leasing Services
BHKLY,BOC Hong Kong (Holdings) Limited,127.49,67396186112.0,,Financial Services,,otc,finance,5,20,25,,,,Banks - Regional
BDTB,Bodhi Tree Biotechnology Inc,,,,,,sec_only,health,20,0,20,,reject,no active trading market (no price data on any venue),
BMMJ,Body and Mind Inc.,0.0002,29537.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ZCBD,Body Basics Inc.,0.0005,51.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
BYPLF,Bodycote plc,12.3,2083433472.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery
BDYS,BodyScan Corp.,2e-05,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
VARXF,BOE Varitronix Limited,0.6343,488867200.0,,Technology,,otc,infrastructure,20,15,35,,,,Electronic Components
BA,Boeing Company (The) Common Stock,211.08,166831303822.0,United States,Industrials,Aerospace,exchange,transport,15,20,35,defense-mix,,,
BSBK,Bogota Financial Corp. Common Stock,9.31,118807824.0,United States,Finance,Banks,exchange,finance,5,15,20,,,,
BOIRF,Boiron SA,31.5,546911680.0,,Healthcare,,otc,health,22,18,40,,,,Drug Manufacturers - Specialty & Generic
BCC,Boise Cascade L.L.C. Common Stock,81.04,2827595264.0,United States,Consumer Discretionary,RETAIL: Building Materials,exchange,shelter,18,20,38,,,,Lumber & Wood Production
BOKF,BOK Financial Corporation Common Stock,138.62,8423503104.0,United States,Finance,Major Banks,exchange,finance,5,20,25,,,,
BOLBP,BOL Bancshares Inc. PFD,0.0001,,,,,otc,finance,4,0,4,,reject,sub-5-cent stock - chronic dilution profile,
BEAG,Bold Eagle Acquisition Corp. Class A Ordinary Shares,10.75,0.0,United States,,,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business,
BDNNY,Boliden AB (publ),121.44,17242202112.0,,Basic Materials,,otc,materials,8,20,28,commodity,,,Other Industrial Metals & Mining
BOLV,Bolivar Mining Corp.,0.0001,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
BINI,"BOLLINGER INNOVATIONS, INC.",0.06,30365.0,,Consumer Cyclical,,sec_only,transport,20,0,20,,reject,market cap < $10M - fails survivability prior,Auto Manufacturers
BOIVF,Bolloré SE,4.44,12475440128.0,,Communication Services,,otc,media,2,20,22,,,,Entertainment
BOMXF,"Bolsa Mexicana de Valores, S.A.B. de C.V.",2.18,1202467712.0,,Financial Services,,otc,finance,6,18,24,,,,Financial Data & Stock Exchanges
BYMAF,Bolsas y Mercados Argentinos S.A.,0.22,1675543808.0,,Financial Services,,otc,finance,3,18,21,,,,Capital Markets
BOLT,Bolt Biotherapeutics Inc. Common Stock,3.85,7416428.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,2,22,binary-science-risk,reject,market cap $7.4M < $10M - fails survivability prior (shell/nano-cap),
BSLK,"Bolt Projects Holdings, Inc.",0.002,8732.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
BDRAF,Bombardier Inc.,229.0,22591545344.0,,Industrials,,otc,transport,8,20,28,defense-mix,,,Aerospace & Defense
BON,Bon Natural Life Limited Class A Ordinary Shares,1.14,9266843.0,China,Health Care, Medicinal Chemicals and Botanical Products ,exchange,health,20,2,22,,reject,market cap $9.3M < $10M - fails survivability prior (shell/nano-cap),
BONTQ,"The Bon-Ton Stores, Inc.",0.0001,2080.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
BONL,"Bonal International, Inc.",0.89,1555650.0,,,,otc,unknown,8,2,10,enrich-if-viable,reject,market cap $1.6M < $10M - fails survivability prior (shell/nano-cap),
BBLG,Bone Biologics Corp Common Stock,0.6048,1666863.0,United States,Health Care,Industrial Specialties,exchange,infrastructure,16,2,18,,reject,market cap $1.7M < $10M - fails survivability prior (shell/nano-cap),
BOEUF,Bonesupport Holding AB (publ),23.49,1538263168.0,,Healthcare,,otc,health,26,18,44,,,,Medical Instruments & Supplies
BNHUF,Bonheur ASA,21.5068,914724864.0,,,,otc,unknown,8,18,26,enrich-if-viable,,,
BJURF,Bonjour Holdings Limited,0.01194,22386044.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
BNKK,Bonk Inc. Common Stock,1.21,9681137.0,United States,Consumer Discretionary,Package Goods/Cosmetics,exchange,health-adjacent,10,2,12,,reject,market cap $9.7M < $10M - fails survivability prior (shell/nano-cap),
BONXF,BONTERRA RESOURCES INC.,0.1,21269300.0,,Basic Materials,,sec_only,materials,3,5,8,no-durable-need,,,Gold
BBIXF,Bonus BioGroup Ltd.,0.04,46717008.0,,,,otc,unknown,8,3,11,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
BHHOF,boohoo group plc,0.31,487632416.0,,Consumer Cyclical,,otc,retail,5,15,20,,,,Internet Retail
BKNG,Booking Holdings Inc. Common Stock,213.78,160630112256.0,United States,Consumer Discretionary,Transportation Services,exchange,transport,18,20,38,,,,Travel Services
VGGIF,Boosh Plant-Based Brands Inc.,0.0025,507368.0,,,,otc,discretionary,4,0,4,,reject,market cap $0.5M < $10M - fails survivability prior (shell/nano-cap),
BRUN,Boost Run Inc. Class A Common Stock,18.69,1485620352.0,United States,Technology,EDP Services,exchange,software,12,18,30,desc,,,Software - Infrastructure
BOOT,Boot Barn Holdings Inc. Common Stock,159.69,4836186738.0,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,exchange,clothing,5,20,25,,,,
BAH,Booz Allen Hamilton Holding Corporation Common Stock,73.83,8880640000.0,United States,Consumer Discretionary,Professional Services,exchange,services,6,20,26,,,,Consulting Services
BOZTY,Boozt AB (publ),15.5,903693056.0,,Consumer Cyclical,,otc,clothing,5,18,23,,,,Apparel Retail
BQ,Boqii Holding Limited Class A Ordinary Shares,0.9411,7415505.0,,Consumer Discretionary,Other Specialty Stores,exchange,retail,4,2,6,,reject,market cap $7.4M < $10M - fails survivability prior (shell/nano-cap),
BORAY,"Bora Pharmaceuticals Co., Ltd./ADR",2.39,304849344.0,,Healthcare,,sec_only,health,20,15,35,,,,Drug Manufacturers - Specialty & Generic
BDRSF,Borders & Southern Petroleum plc,0.1892,166822304.0,,Energy,,otc,energy,8,15,23,commodity,,,Oil & Gas E&P
BRLS,Borealis Foods Inc. Class A Common Shares,1.28,27473032.0,Canada,Consumer Staples,Packaged Foods,exchange,food,26,9,35,,,,
BWA,BorgWarner Inc. Common Stock,65.1,13258679296.0,United States,Consumer Discretionary,Auto Parts:O.E.M.,exchange,transport,20,20,40,,,,Auto Parts
ERVFF,Boron One Holdings Inc.,0.0246,6854843.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $6.9M < $10M - fails survivability prior (shell/nano-cap),
BRQSF,"Borqs Technologies, Inc.",0.08055,3619243.0,,Technology,,sec_only,software:infrastructure,18,0,18,desc,reject,market cap < $10M - fails survivability prior,Software - Infrastructure
BORR,Borr Drilling Limited Common Shares,4.46,1372346795.0,Bermuda,Energy,Oil & Gas Production,exchange,energy,8,18,26,commodity,,,
BRGAY,Borregaard ASA,35.15,1751253760.0,,Basic Materials,,otc,infrastructure,16,18,34,,,,Specialty Chemicals
BORUF,Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien,3.8,419433824.0,,Communication Services,,otc,media,2,15,17,,,,Entertainment
BSDGY,Bosideng International Holdings Limited,28.0,6531622912.0,,Consumer Cyclical,,otc,clothing,7,20,27,,,,Apparel Manufacturing
BSHI,"Boss Holdings, Inc.",12.1,19355258.0,,,,otc,unknown,8,5,13,enrich-if-viable,,,
SAM,Boston Beer Company Inc. (The) Common Stock,189.41,1949347298.0,United States,Consumer Staples,Beverages (Production/Distribution),exchange,food,14,18,32,alcohol-mix,,,
BOC,Boston Omaha Corporation Class A Common Stock,14.06,423579518.0,United States,Finance,Real Estate,exchange,shelter,8,15,23,rent-extraction-risk,,,
BPZZF,Boston Pizza Royalties Income Fund,15.35,326625952.0,,,,otc,finance,4,15,19,,,,
BSX,Boston Scientific Corporation Common Stock,49.86,72258584576.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,20,46,,,,Medical Devices
BXPHF,Botanix Pharmaceuticals Limited,0.0168,45975096.0,,,,otc,health,20,3,23,,reject,sub-5-cent stock - chronic dilution profile,
BTZI,"BOTS, Inc.",0.001,780375.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.8M < $10M - fails survivability prior (shell/nano-cap),
BOCOF,Bougainville Copper Limited,0.01,4010624.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $4.0M < $10M - fails survivability prior (shell/nano-cap),
PRZFF,Boundary Gold and Copper Mining Ltd.,0.0863,136210.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
BLTG,BOUNDLESS GROUP,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
BOLD,Boundless Bio Inc. Common Stock,2.94,66879076.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,12,32,binary-science-risk,,,
BYOGF,Bounty Oil & Gas NL,0.0179,17627710.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
BORK,"Bourque Industries, Inc.",0.0001,94065.0,,,,otc,infrastructure,15,0,15,,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
BSTGF,Boustead Singapore Limited,0.0012,605668.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.6M < $10M - fails survivability prior (shell/nano-cap),
BOUYY,Bouygues SA,10.72,20698150912.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction
BWCCF,Bowen Coking Coal Limited,0.34,36637568.0,,Basic Materials,,otc,materials,5,9,14,commodity,,,Coking Coal
BOW,Bowhead Specialty Holdings Inc. Common Stock,33.6,1106884968.0,United States,Finance,Property-Casualty Insurers,exchange,finance,6,18,24,,,,
BWMN,Bowman Consulting Group Ltd. Common Stock,42.53,737204480.0,United States,Consumer Discretionary,Professional Services,exchange,shelter,22,18,40,,,,Engineering & Construction
BOMO,"bowmo, Inc.",0.0002,27291.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
BXCAP,"Box, Inc.",1194.0,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,OTC with no market cap data - dark/non-reporting,
BOX,Box Inc. Class A Common Stock,33.0,4568844225.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,20,32,desc,,,Software - Infrastructure
TEUFF,Box Ships Inc.,1e-05,311.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
BXBL,BOXABL Inc. Common stock,4.27,1507845376.0,United States,Consumer Discretionary,Homebuilding,exchange,shelter,24,18,42,,,,Residential Construction
BXRLY,Boxer Retail Limited/ADR,,,,,,sec_only,discretionary,4,0,4,,reject,no active trading market (no price data on any venue),
BOXL,Boxlight Corporation Class A Common Stock,6.495,4334718.0,United States,Real Estate,Other Consumer Services,exchange,services,6,2,8,,reject,market cap $4.3M < $10M - fails survivability prior (shell/nano-cap),
BOYAF,Boyaa Interactive International Limited,0.25254,182678960.0,,Communication Services,,otc,discretionary,2,15,17,,,,Electronic Gaming & Multimedia
BYD,Boyd Gaming Corporation Common Stock,81.11,5893080630.0,United States,Consumer Discretionary,Hotels/Resorts,exchange,unknown,0,20,20,,reject,economics depend on addiction (hard rejection rule),
