ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason
CTATF,"Contemporary Amperex Technology Co., Limited",83.24,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,OTC with no market cap data - dark/non-reporting
CNTX,Context Therapeutics Inc. Common Stock,0.4354,40004194.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,9,29,binary-science-risk,,
LOGC,ContextLogic Holdings Inc.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CTTAY,Continental Aktiengesellschaft,8.13,16260486144.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CTNM,Contineum Therapeutics Inc. Class A Common Stock,17.05,641440301.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,18,38,binary-science-risk,,
CFRXQ,ContraFect Corporation,1e-05,107.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CTLDF,Controladora Axtel S.A.B. de C.V.,0.05,240941168.0,,,,otc,unknown,8,9,17,enrich-if-viable,,
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,7.13,828476917.0,,Consumer Discretionary,Air Freight/Delivery Services,exchange,transport,18,18,36,,,
CNVVY,Convatec Group PLC,12.57,6103899136.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CPADF,Cookpad Inc.,0.977,70231256.0,,,,otc,unknown,8,12,20,enrich-if-viable,,
WARM,"Cool Technologies, Inc.",1e-05,8623.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CBAI,Coolbit Technologies Ltd,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CHWTF,Coolpad Group Limited,0.0913,36331028.0,,,,otc,unknown,8,3,11,enrich-if-viable,,
COO,The Cooper Companies Inc. Common Stock,73.04,14245037215.0,United States,Health Care,Ophthalmic Goods,exchange,health,23,20,43,,,
CPS,Cooper-Standard Holdings Inc. Common Stock,26.65,473549393.0,United States,Consumer Discretionary,Auto Parts:O.E.M.,exchange,transport,20,15,35,,,
CPA,Copa Holdings S.A. Class A Common Stock,133.47,5490762669.0,Panama,Consumer Discretionary,Air Freight/Delivery Services,exchange,transport,18,20,38,,,
CPRT,Copart Inc. (DE) Common Stock,33.33,30857296695.0,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,exchange,transport,8,20,28,,,
COPAF,COPAUR MINERALS INC.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
COPL,Copley Acquisition Corp Ordinary Shares,10.5188,0.0,,,,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business
LBCMF,Copper Giant Resources Corp.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
WTCZF,Copper Lake Resources Ltd.,0.178,2456433.0,,,,otc,unknown,8,2,10,enrich-if-viable,reject,market cap $2.5M < $10M - fails survivability prior (shell/nano-cap)
CPPTL,Copper Property CTL Pass Through Trust,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
STGDF,Copper Road Resources Inc.,0.0034,345145.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.3M < $10M - fails survivability prior (shell/nano-cap)
CSRIF,Copper Standard Resources Inc.,0.3495,20330362.0,,,,otc,unknown,8,5,13,enrich-if-viable,,
CPCPF,CopperCorp Resources Inc.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CDP,COPT Defense Properties Common Shares of Beneficial Interest,37.55,4258562698.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,20,28,rent-extraction-risk,,
CSNVY,Corbion N.V.,21.91,1263152128.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,11.31,218750024.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,
CBYDF,Corby Spirit and Wine Limited,11.61,330523424.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
CORT,Corcept Therapeutics Incorporated Common Stock,123.57,13357718917.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,20,40,binary-science-risk,,
CLIFF,Cordlife Group Limited,0.15048,38569188.0,,,,otc,unknown,8,9,17,enrich-if-viable,,
LVRLF,CordovaCann Corp.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CHAI,Core AI Holdings Inc. Common Shares,0.2599,6722793.0,Canada,Telecommunications,Telecommunications Equipment,exchange,infrastructure,20,2,22,,reject,market cap $6.7M < $10M - fails survivability prior (shell/nano-cap)
CLB,Core Laboratories Inc. Common Stock,12.06,553367577.0,Netherlands,Energy,Oilfield Services/Equipment,exchange,energy,10,18,28,commodity,,
CXOXF,Core Lithium Ltd,0.26922,871411712.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
CNM,Core & Main Inc. Class A Common Stock,44.08,8530363143.0,United States,Consumer Discretionary,Durable Goods,exchange,discretionary,10,20,30,,,
CMT,Core Molding Technologies Inc Common Stock,25.34,224234522.0,United States,Industrials,Plastic Products,exchange,infrastructure,10,15,25,,,
CNR,Core Natural Resources Inc. Common Stock,96.98,4813724204.0,United States,Energy,Coal Mining,exchange,REJECT,0,20,20,coal,reject,maintains broken system that should disappear (coal)
CLABF,Core One Labs Inc.,1e-05,470.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CORZ,Core Scientific Inc. Common Stock,18.03,5793768151.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,20,24,,,
CCOOF,CORE SILVER CORP.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
XCPL,Core Solve Corp.,0.0002,337042.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.3M < $10M - fails survivability prior (shell/nano-cap)
CRBD,Corebridge Financial Inc. 6.375% Junior Subordinated Notes due 2064,22.02,0.0,United States,Finance,Life Insurance,exchange,finance,5,2,7,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CRBG,Corebridge Financial Inc. Common Stock,31.83,14188939375.0,United States,Finance,Life Insurance,exchange,finance,5,20,25,,,
CXW,CoreCivic Inc. Common Stock,33.14,3277330225.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,20,28,rent-extraction-risk,,
CRWV,CoreWeave Inc. Class A Common Stock,88.04,48557282440.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,20,32,enrich,,
CFCC,"Corfacts, Inc.",0.0002,647874.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.6M < $10M - fails survivability prior (shell/nano-cap)
CXBS,"Corix Bioscience, Inc.",0.0001,2734.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CRMD,CorMedix Inc. Common Stock,8.56,667203413.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,18,38,binary-science-risk,,
CLM,Cornerstone Strategic Investment Fund Inc. Common Shares,6.74,0.0,United States,Finance,Finance/Investors Services,exchange,finance,3,2,5,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CRF,Cornerstone Total Return Fund Inc. (The) Common Stock,6.48,0.0,United States,Finance,Finance/Investors Services,exchange,finance,3,2,5,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
GLW,Corning Incorporated Common Stock,147.16,126761906790.0,United States,Industrials,Telecommunications Equipment,exchange,infrastructure,20,20,40,,,
CRNMF,Cornish Metals plc,1.5,188207008.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
CGLO,Coro Global Inc.,0.0003,7637.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CODQL,Coronado Global Resources Inc.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CPAY,Corpay Inc. Common Stock,412.37,27076048840.0,United States,Consumer Discretionary,Business Services,exchange,services,8,20,28,enrich,,
CRPAY,"Corporación Acciona Energías Renovables, S.A.",12.33,8003388928.0,,,,otc,energy,20,20,40,,,
CRPFY,Corporación Financiera Colombiana S.A.,8.5,1553931136.0,,,,otc,finance,4,18,22,,,
VESTF,"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",3.95,3665129728.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CIEZF,"Corporación Interamericana de Entretenimiento, S.A.B. de C.V.",1.2,671243776.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
CMZOF,"Corporación Moctezuma, S.A.B. de C.V.",5.21,4421157376.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CAAP,Corporacion America Airports SA Common Shares,24.82,4100739204.0,,Consumer Discretionary,Aerospace,exchange,transport,15,20,35,defense-mix,,
VTMX,Corporacion Inmobiliaria Vesta S.A.B de C.V. American Depositary Shares each representing ten (10) Common Shares,35.16,3109854323.0,,Finance,Real Estate,exchange,shelter,8,20,28,rent-extraction-risk,,
CRSQ,"Corporate Restaurant Concepts, Inc.",0.0058,258763.0,,,,otc,discretionary,4,0,4,,reject,market cap $0.3M < $10M - fails survivability prior (shell/nano-cap)
CTMLF,Corporate Travel Management Limited,9.18,1343270400.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
COUV,"Corporate Universe, Inc.",0.0001,62506.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
CGSBF,"Corporativo Fragua, S.A.B. de C.V.",29.6645,2840129024.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CIPI,Correlate Energy Corp.,0.0004,31312.0,,,,otc,energy,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CRSXQ,Corsa Coal Corp.,0.1524,16068531.0,,,,otc,unknown,8,5,13,enrich-if-viable,,
CRSR,Corsair Gaming Inc. Common Stock,11.84,1280815195.0,United States,Technology,Computer peripheral equipment,exchange,infrastructure,14,18,32,,,
CTVA,Corteva Inc. Common Stock ,83.05,55410627800.0,United States,Consumer Staples,Farming/Seeds/Milling,exchange,food,27,20,47,,,
CRGT,"Cortigent, Inc.",,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
CJREF,Corus Entertainment Inc.,0.0251,5005948.0,,,,otc,discretionary,4,0,4,,reject,market cap $5.0M < $10M - fails survivability prior (shell/nano-cap)
CRVL,CorVel Corp. Common Stock,70.14,3543232290.0,United States,Finance,Specialty Insurers,exchange,finance,6,20,26,,,
MOVE,Corvex Inc. Common Stock,9.29,256843463.0,United States,Technology,EDP Services,exchange,software,10,15,25,enrich,,
CRVS,Corvus Pharmaceuticals Inc. Common Stock,14.56,1224800945.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,18,38,binary-science-risk,,
CSAN,Cosan S.A. ADS,2.83,2806348934.0,Brazil,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,exchange,transport,8,20,28,,,
CSCIF,COSCIENS Biopharma Inc.,,,,,,sec_only,health,20,3,23,,check_price,no market data yet - verify trading exists
CICOY,"COSCO SHIPPING Holdings Co., Ltd.",11.16,33995515904.0,,,,otc,transport,18,20,38,,,
CITAY,"COSCO SHIPPING Development Co., Ltd.",7.0,1841853952.0,,,,otc,transport,18,18,36,,,
CSDXF,"COSCO SHIPPING Energy Transportation Co., Ltd.",1.8,9837396992.0,,,,otc,energy,20,20,40,,,
CHDGF,"COSCO SHIPPING International (Hong Kong) Co., Ltd.",0.875,1282724992.0,,,,otc,transport,18,18,36,,,
CSCMY,"COSCO SHIPPING International (Singapore) Co., Ltd.",0.44,394107104.0,,,,otc,transport,18,15,33,,,
CSPKF,COSCO SHIPPING Ports Limited,0.64123,2575635200.0,,,,otc,transport,18,20,38,,,
COSXF,"Cosel Co., Ltd.",7.69,316321696.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
CEHCF,"Cosmo Energy Holdings Co., Ltd./ADR",,,,,,sec_only,energy,20,3,23,,check_price,no market data yet - verify trading exists
CMOPF,Cosmo N.V.,70.0,1203334528.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
COSG,Cosmos Group Holdings Inc.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
COSM,Cosmos Health Inc. Common Stock,0.2054,20670177.0,United States,Health Care,Other Pharmaceuticals,exchange,health,20,5,25,,,
CSMYF,COSMOS Pharmaceutical Corporation,37.06,2937274368.0,,,,otc,health,20,20,40,,,
CTNGY,Costain Group PLC,3.3,435182176.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
CMDB,Costamare Bulkers Holdings Limited Common Stock,20.6,498117723.0,,Consumer Discretionary,Marine Transportation,exchange,transport,16,15,31,commodity,,
CMRE,Costamare Inc. Common Stock $0.0001 par value,15.77,1901684729.0,Greece,Consumer Discretionary,Marine Transportation,exchange,transport,16,18,34,commodity,,
CSGP,CoStar Group Inc. Common Stock,32.81,13294532862.0,United States,Finance,Real Estate,exchange,shelter,8,20,28,rent-extraction-risk,,
COST,Costco Wholesale Corporation Common Stock,960.01,425744086628.0,United States,Consumer Discretionary,Department/Specialty Retail Stores,exchange,retail,4,20,24,,,
CTWO,COTWO ADVISORS PHYSICAL EUROPEAN CARBON ALLOWANCE TRUST,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
COTY,Coty Inc. Class A Common Stock,2.67,2351432859.0,United States,Consumer Discretionary,Package Goods/Cosmetics,exchange,health-adjacent,10,20,30,,,
CTRYQ,Country Garden Holdings Company Limited,0.0002,9308157.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $9.3M < $10M - fails survivability prior (shell/nano-cap)
CTRGF,Country Garden Services Holdings Company Limited,0.72524,2402080768.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CYLC,County Line Energy Corp.,0.0001,8142.0,,,,otc,energy,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CPNG,Coupang Inc. Class A Common Stock,16.69,30000470306.0,United States,Consumer Discretionary,Catalog/Specialty Distribution,exchange,retail,5,20,25,,,
COUR,Coursera Inc. Common Stock,6.19,1636636000.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,18,30,enrich,,
CUZ,Cousins Properties Incorporated Common Stock,30.2,4970982152.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,20,28,rent-extraction-risk,,
CVLG,Covenant Logistics Group Inc. Class A Common Stock,35.07,889998674.0,United States,Industrials,Trucking Freight/Courier Services,exchange,transport,18,18,36,,,
CVOSF,Coveo Solutions Inc.,3.37,313197888.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
COVCF,COVER Corporation,10.05,640891712.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
COVTY,Covestro AG,34.39,14615869440.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CVSA,Covista Inc. Common Shares,136.38,4642214272.0,United States,Real Estate,Other Consumer Services,exchange,services,6,20,26,,,
CVST,"Covista Communications, Inc.",0.0003,16396264.0,,,,otc,infrastructure,15,0,15,,reject,sub-5-cent stock - chronic dilution profile
GSEFF,Covivio,63.0075,6973260800.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
KVLT,"CoVolt Power, Inc.",,,,,,sec_only,energy,20,3,23,,check_price,no market data yet - verify trading exists
CWLLF,Cowell e Holdings Inc.,2.99,2567120896.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
COYA,Coya Therapeutics Inc. Common Stock,5.04,118227559.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,
LOGQ,"Coyni, Inc.",0.002,202603.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.2M < $10M - fails survivability prior (shell/nano-cap)
CVPBF,CP ALL Public Company Limited,1.5,14081622016.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CAIHF,CPBIO Holding Company Limited,1.0677,257014944.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
CVU,CPI Aerostructures Inc. Common Stock,5.35,70886077.0,United States,Industrials,Military/Government/Technical,exchange,REJECT,0,12,12,weapons,reject,economics depend on war/weapons (hard rejection rule)
PMTS,CPI Card Group Inc. Common Stock,28.95,333812868.0,United States,Consumer Discretionary,Publishing,exchange,media,3,15,18,,,
CPSH,CPS Technologies Corp. Common Stock,4.02,77939527.0,United States,Consumer Discretionary,Building Materials,exchange,shelter,22,12,34,,,
CRARY,Crédit Agricole S.A.,11.03,66745503744.0,,,,otc,food,22,20,42,,,
CRQDQ,"Crédito Real, S.A.B. de C.V., Sociedad Financiera de Objeto Múltiple, Entidad No Regulada",0.0001,36920.0,,,,otc,finance,4,0,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
CRAI,CRA International Inc. Common Stock,171.88,1078866697.0,United States,Consumer Discretionary,Other Consumer Services,exchange,services,6,18,24,,,
CBRL,Cracker Barrel Old Country Store Inc Common Stock,58.27,1302419574.0,United States,Consumer Discretionary,Restaurants,exchange,food-service,8,18,26,,,
CR,Crane Company Common Stock,206.11,11913231375.0,United States,Industrials,Metal Fabrications,exchange,infrastructure,15,20,35,,,
CRAN,Crane Harbor Acquisition Corp. II Class A Ordinary Shares,10.135,0.0,United States,Finance,Blank Checks,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business
CXT,Crane NXT Co. Common Stock,50.15,2886699396.0,United States,Industrials,Metal Fabrications,exchange,infrastructure,15,20,35,,,
CRWKF,Cranswick plc,72.5,3879417600.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CRD/A,Crawford & Company,13.19,,United States,,,exchange,unknown,8,0,8,enrich-if-viable,,
CRE,Cre8 Enterprise Limited Class A Ordinary Shares,2.57,5175941.0,Hong Kong,Consumer Discretionary,Publishing,exchange,media,3,2,5,,reject,market cap $5.2M < $10M - fails survivability prior (shell/nano-cap)
CRTD,"Creatd, Inc.",,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
FITX,"Creative Edge Nutrition, Inc.",1e-05,47479.0,,,,otc,food,22,0,22,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
